참조표준명,지역,성별,나이(세),고혈압약복용자포함여부,측정값평균(mmHg),확장불확도(mmHg),측정수(건),표준편차(mmHg),1분위수(Percentile),5분위수(Percentile),10분위(Percentile),25분위(Percentile),50분위(Percentile),75분위(Percentile),90분위(Percentile),95분위(Percentile),99분위(Percentile)
수축기,전국,여성,43~44세,제외,115,32,200625,13,90,96,100,106,114,122,131,136,148
수축기,전국,여성,45~46세,제외,116,32,214196,13,90,96,100,107,115,123,132,138,150
수축기,전국,여성,47~48세,제외,116,33,215982,13,90,97,100,108,116,124,133,138,150
수축기,전국,여성,49~50세,제외,117,33,212925,13,90,97,100,108,117,126,134,139,152
수축기,전국,여성,51~52세,제외,118,33,191070,13,90,98,100,109,118,126,135,139,152
수축기,전국,여성,53~54세,제외,118,33,181660,13,90,98,101,110,118,127,135,139,153
수축기,전국,여성,55~56세,제외,118,33,174987,13,90,98,101,110,118,128,136,139,153
수축기,전국,여성,57~58세,제외,119,33,184213,13,90,99,102,110,119,128,136,140,153
수축기,전국,여성,59~60세,제외,120,34,160372,13,90,99,102,110,120,130,137,140,155
수축기,전국,여성,61~62세,제외,121,34,131524,13,91,100,103,111,120,130,138,141,155
수축기,전국,여성,63~64세,제외,122,34,108479,13,92,100,104,112,121,130,138,143,156
수축기,전국,여성,65~66세,제외,123,34,80256,14,92,100,105,113,122,131,139,145,158
수축기,전국,여성,67~68세,제외,123,34,56482,14,92,100,106,114,123,132,139,145,159
수축기,전국,여성,69~70세,제외,124,34,48986,14,94,101,108,115,124,134,140,147,160
수축기,전국,여성,71~72세,제외,125,34,36907,14,94,102,108,116,125,134,140,148,160
수축기,전국,여성,73~74세,제외,125,34,25357,14,94,102,109,116,126,135,141,149,161
수축기,전국,여성,75세이상,제외,126,36,68956,15,92,101,110,117,126,136,144,150,166
수축기,서울,남성,20~24세,제외,121,31,17120,12,95,101,106,112,120,129,136,139,152
수축기,서울,남성,25~26세,제외,121,31,20152,12,96,103,108,113,120,129,136,139,152
수축기,서울,남성,27~28세,제외,122,31,31960,12,97,103,108,114,120,130,137,140,153
수축기,서울,남성,29~30세,제외,122,31,36973,12,97,104,108,114,121,130,137,140,154
수축기,서울,남성,31~32세,제외,122,31,38846,12,97,104,108,114,121,130,138,141,155
수축기,서울,남성,33~34세,제외,123,31,40150,12,98,104,109,115,122,130,138,142,156
수축기,서울,남성,35~36세,제외,123,32,42354,12,98,104,109,115,122,130,138,142,157
수축기,서울,남성,37~38세,제외,123,32,41500,12,98,104,109,115,122,131,138,143,158
수축기,서울,남성,39~40세,제외,123,32,43787,12,98,104,109,115,123,131,138,143,156
수축기,서울,남성,41~42세,제외,123,32,37481,12,97,104,108,115,122,131,138,143,156
수축기,서울,남성,43~44세,제외,123,32,37870,12,97,104,108,114,122,131,138,143,156
수축기,서울,남성,45~46세,제외,123,32,37708,12,96,103,108,114,122,131,138,143,157
수축기,서울,남성,47~48세,제외,123,32,37425,13,96,103,107,114,122,131,138,143,157
수축기,서울,남성,49~50세,제외,123,32,33980,13,95,102,107,114,122,131,138,143,156
수축기,서울,남성,51~52세,제외,123,33,29029,13,95,102,107,114,122,131,138,144,157
수축기,서울,남성,53~54세,제외,123,33,26768,13,94,102,107,114,122,131,138,144,157
수축기,서울,남성,55~56세,제외,123,33,24910,13,94,102,107,114,123,131,139,144,157
수축기,서울,남성,57~58세,제외,124,33,25165,13,95,102,107,115,123,132,139,145,158
수축기,서울,남성,59~60세,제외,124,33,23575,13,95,102,107,115,124,132,139,145,159
수축기,서울,남성,61~62세,제외,124,33,19403,13,95,103,108,116,124,133,139,146,159
수축기,서울,남성,63~64세,제외,125,33,16611,13,95,103,109,116,125,134,140,146,159
수축기,서울,남성,65~66세,제외,125,33,13012,13,96,104,109,117,125,134,140,147,159
수축기,서울,남성,67~68세,제외,126,33,9553,13,95,104,109,117,126,135,140,147,159
수축기,서울,남성,69~70세,제외,127,34,9073,13,96,104,110,118,127,135,142,149,160
수축기,서울,남성,71~72세,제외,127,33,7385,13,96,105,110,118,127,135,142,148,160
수축기,서울,남성,73~74세,제외,127,34,5356,13,96,104,110,118,128,136,142,149,162
수축기,서울,남성,75세이상,제외,127,34,12121,14,96,105,110,119,128,136,143,150,160
수축기,서울,여성,20~24세,제외,111,30,31063,11,90,94,98,103,110,118,126,131,139
수축기,서울,여성,25~26세,제외,111,30,31681,11,90,94,98,103,110,118,125,130,139
수축기,서울,여성,27~28세,제외,110,30,37811,11,90,94,97,103,110,118,125,130,139
수축기,서울,여성,29~30세,제외,111,30,36981,11,90,94,97,103,110,118,125,130,139
수축기,서울,여성,31~32세,제외,111,30,34000,11,90,94,97,102,110,118,125,131,140
수축기,서울,여성,33~34세,제외,111,31,31582,11,90,94,97,103,110,118,126,131,141
수축기,서울,여성,35~36세,제외,111,31,31761,12,90,94,97,103,110,118,126,132,144
수축기,서울,여성,37~38세,제외,112,31,31053,12,90,94,98,103,110,119,128,133,144
수축기,서울,여성,39~40세,제외,113,32,41568,12,90,95,98,104,112,120,129,134,146
수축기,서울,여성,41~42세,제외,113,32,39184,12,90,95,99,105,112,121,130,135,148
수축기,서울,여성,43~44세,제외,114,32,40297,13,90,95,99,105,113,122,131,136,148
수축기,서울,여성,45~46세,제외,115,33,42831,13,90,96,100,106,114,123,132,137,150
수축기,서울,여성,47~48세,제외,116,33,43003,13,90,96,100,107,115,124,133,138,150
수축기,서울,여성,49~50세,제외,117,33,40412,13,90,96,100,107,116,126,134,138,151
수축기,서울,여성,51~52세,제외,117,33,35565,13,90,97,100,108,117,126,135,139,151
수축기,서울,여성,53~54세,제외,118,34,34707,13,90,97,101,108,118,127,135,139,152
수축기,서울,여성,55~56세,제외,118,34,34227,13,90,97,101,109,118,128,136,139,153
수축기,서울,여성,57~58세,제외,119,34,36423,13,90,98,102,110,119,129,136,140,152
수축기,서울,여성,59~60세,제외,120,34,32925,14,91,98,102,110,120,130,137,140,154
수축기,서울,여성,61~62세,제외,121,34,27977,14,91,99,103,111,120,130,138,141,155
수축기,서울,여성,63~64세,제외,122,34,23821,13,92,100,104,112,122,131,138,143,155
수축기,서울,여성,65~66세,제외,123,34,17492,14,93,100,106,114,123,132,139,144,158
수축기,서울,여성,67~68세,제외,124,34,11937,13,93,101,106,114,124,133,139,145,158
수축기,서울,여성,69~70세,제외,125,34,10868,13,94,102,108,116,125,134,140,146,159
수축기,서울,여성,71~72세,제외,125,34,8170,13,94,103,108,117,126,134,140,147,160
수축기,서울,여성,73~74세,제외,126,33,5310,13,95,103,109,118,127,135,141,148,160
수축기,서울,여성,75세이상,제외,127,34,10602,14,95,105,110,119,128,136,143,150,161
수축기,부산,남성,20~24세,제외,118,30,8270,11,92,100,104,110,118,125,133,137,147
수축기,부산,남성,25~26세,제외,119,30,8581,11,94,100,105,110,118,126,133,138,150
수축기,부산,남성,27~28세,제외,119,30,11232,11,94,100,105,110,118,126,134,138,148
수축기,부산,남성,29~30세,제외,119,31,11684,11,94,100,106,110,119,127,135,138,150
수축기,부산,남성,31~32세,제외,119,31,11847,12,95,100,106,110,119,128,135,138,150
수축기,부산,남성,33~34세,제외,120,31,12289,12,94,100,106,111,119,129,135,139,152
수축기,부산,남성,35~36세,제외,120,31,13727,12,94,100,106,111,119,129,136,139,155
수축기,부산,남성,37~38세,제외,121,31,15184,12,96,100,107,112,119,130,136,139,153
수축기,부산,남성,39~40세,제외,121,32,17005,12,94,100,106,112,119,130,136,140,154
수축기,부산,남성,41~42세,제외,120,32,14406,12,94,100,106,112,119,130,136,140,152
수축기,부산,남성,43~44세,제외,120,32,14246,12,92,100,105,111,119,130,136,140,154
수축기,부산,남성,45~46세,제외,120,32,14907,12,92,100,105,112,119,130,136,140,153
수축기,부산,남성,47~48세,제외,121,32,14451,13,92,100,105,112,119,130,137,140,156
수축기,부산,남성,49~50세,제외,120,33,13679,13,92,100,104,111,119,130,137,140,156
수축기,부산,남성,51~52세,제외,120,33,12283,13,92,100,104,110,119,130,137,140,156
수축기,부산,남성,53~54세,제외,120,33,11447,13,92,100,105,111,119,130,137,140,156
수축기,부산,남성,55~56세,제외,120,33,11337,13,92,100,104,110,119,130,138,140,156
수축기,부산,남성,57~58세,제외,121,33,11983,13,92,100,104,111,119,130,137,140,156
수축기,부산,남성,59~60세,제외,121,33,11273,13,92,100,104,111,119,130,138,142,157
수축기,부산,남성,61~62세,제외,121,33,9493,13,92,100,104,111,119,130,138,142,158
수축기,부산,남성,63~64세,제외,121,34,8266,13,92,100,104,111,120,130,138,142,157
수축기,부산,남성,65~66세,제외,121,34,6173,13,92,100,104,112,120,130,138,143,158
수축기,부산,남성,67~68세,제외,122,34,4779,14,92,100,105,112,120,130,138,144,159
수축기,부산,남성,69~70세,제외,122,34,4437,14,92,100,106,113,120,130,139,145,158
수축기,부산,남성,71~72세,제외,123,34,3410,14,92,101,107,114,120,131,139,146,160
수축기,부산,남성,73~74세,제외,123,34,2377,14,93,101,106,114,121,131,140,147,160
수축기,부산,남성,75세이상,제외,123,34,5772,14,92,100,106,114,121,132,140,147,160
수축기,부산,여성,20~24세,제외,110,29,12352,10,90,93,98,103,110,118,123,128,137
수축기,부산,여성,25~26세,제외,110,29,10595,10,90,92,98,102,110,117,122,128,137
수축기,부산,여성,27~28세,제외,110,29,10845,10,90,93,98,102,110,117,122,128,137
수축기,부산,여성,29~30세,제외,110,29,10002,11,90,92,97,102,110,117,122,128,137
수축기,부산,여성,31~32세,제외,110,29,8899,10,90,92,97,102,110,117,122,128,138
수축기,부산,여성,33~34세,제외,110,30,7983,11,90,92,97,102,110,118,123,130,139
수축기,부산,여성,35~36세,제외,111,30,8955,11,90,92,98,103,110,118,125,130,138
수축기,부산,여성,37~38세,제외,111,30,9788,11,90,92,97,102,110,118,125,130,140
수축기,부산,여성,39~40세,제외,112,31,15240,12,90,93,98,104,111,119,127,132,141
수축기,부산,여성,41~42세,제외,112,31,13875,12,90,94,98,104,111,119,128,133,142
수축기,부산,여성,43~44세,제외,113,31,14668,12,90,94,99,105,112,120,129,134,145
수축기,부산,여성,45~46세,제외,114,32,15686,12,90,94,99,105,112,120,130,135,145
수축기,부산,여성,47~48세,제외,114,32,15930,12,90,94,100,106,113,120,130,136,146
수축기,부산,여성,49~50세,제외,115,32,15877,13,90,95,100,106,114,122,131,137,150
수축기,부산,여성,51~52세,제외,115,33,14517,13,90,94,100,106,114,122,132,137,149
수축기,부산,여성,53~54세,제외,115,33,13989,13,90,95,100,107,115,123,132,138,150
수축기,부산,여성,55~56세,제외,116,33,14211,13,90,95,100,108,115,124,133,138,150
수축기,부산,여성,57~58세,제외,116,33,15923,13,90,96,100,108,116,124,133,138,150
수축기,부산,여성,59~60세,제외,116,33,14251,13,90,96,100,108,116,124,133,138,150
수축기,부산,여성,61~62세,제외,117,33,12283,13,90,96,100,109,117,126,134,139,150
수축기,부산,여성,63~64세,제외,118,33,10394,13,90,98,100,110,118,126,135,139,152
수축기,부산,여성,65~66세,제외,119,33,8056,13,90,99,102,110,118,128,136,140,154
수축기,부산,여성,67~68세,제외,119,33,5649,13,91,100,102,110,118,129,137,140,154
수축기,부산,여성,69~70세,제외,120,34,4776,13,91,100,103,110,119,130,138,142,158
수축기,부산,여성,71~72세,제외,121,33,3441,13,90,100,105,112,120,130,138,143,157
수축기,부산,여성,73~74세,제외,122,34,2255,14,92,100,105,112,120,130,139,145,156
수축기,부산,여성,75세이상,제외,123,34,4723,14,92,100,106,113,120,132,140,146,158
수축기,대구,남성,20~24세,제외,119,30,5399,11,94,100,104,110,118,127,134,138,146
수축기,대구,남성,25~26세,제외,120,30,4918,11,96,100,106,112,119,128,135,138,150
수축기,대구,남성,27~28세,제외,120,30,6352,11,95,100,106,112,120,128,135,138,149
수축기,대구,남성,29~30세,제외,121,31,6522,12,96,102,106,112,120,129,136,138,150
수축기,대구,남성,31~32세,제외,121,31,6218,12,96,102,108,113,120,130,136,139,150
수축기,대구,남성,33~34세,제외,122,31,6440,12,97,103,108,114,120,130,137,140,152
수축기,대구,남성,35~36세,제외,122,31,6716,12,98,103,108,114,120,130,137,140,155
수축기,대구,남성,37~38세,제외,122,31,7308,12,98,104,109,114,120,130,137,140,153
수축기,대구,남성,39~40세,제외,122,31,8194,12,98,104,108,114,120,130,137,140,154
수축기,대구,남성,41~42세,제외,122,32,7141,12,95,102,108,114,120,130,137,140,156
수축기,대구,남성,43~44세,제외,122,31,7464,12,97,102,108,114,120,130,137,140,152
수축기,대구,남성,45~46세,제외,122,32,7539,12,96,102,107,113,120,130,137,140,156
수축기,대구,남성,47~48세,제외,122,32,7388,12,96,102,108,114,120,130,137,141,156
수축기,대구,남성,49~50세,제외,122,32,6980,13,95,102,107,114,121,130,138,141,155
수축기,대구,남성,51~52세,제외,122,32,6098,13,95,101,107,113,120,130,138,142,155
수축기,대구,남성,53~54세,제외,122,33,5607,13,95,100,106,114,121,130,138,143,158
수축기,대구,남성,55~56세,제외,122,33,5401,13,94,100,107,113,121,130,138,143,159
수축기,대구,남성,57~58세,제외,123,33,5351,13,94,100,107,114,121,130,138,144,158
수축기,대구,남성,59~60세,제외,123,33,4801,13,94,100,106,113,122,130,138,144,160
수축기,대구,남성,61~62세,제외,123,33,3921,13,96,101,107,114,123,131,139,144,160
수축기,대구,남성,63~64세,제외,123,33,3255,13,94,101,108,115,123,132,139,144,157
수축기,대구,남성,65~66세,제외,125,34,2571,13,94,102,110,116,124,133,140,147,161
수축기,대구,남성,67~68세,제외,124,33,1973,13,95,101,109,116,125,132,140,145,156
수축기,대구,남성,69~70세,제외,125,33,1746,13,96,102,109,116,126,133,140,146,160
수축기,대구,남성,71~72세,제외,125,34,1186,13,92,101,109,117,126,133,139,148,160
수축기,대구,남성,73~74세,제외,126,33,892,13,94,102,109,118,128,135,139,145,159
수축기,대구,남성,75세이상,제외,126,35,2490,14,94,101,109,117,127,135,143,150,161
수축기,대구,여성,20~24세,제외,111,30,6367,11,90,93,98,103,110,119,126,130,137
수축기,대구,여성,25~26세,제외,111,30,5113,11,90,94,98,102,110,119,125,130,138
수축기,대구,여성,27~28세,제외,111,30,5044,11,90,92,97,102,110,119,125,130,139
수축기,대구,여성,29~30세,제외,111,30,4196,11,90,92,97,102,110,118,126,130,139
수축기,대구,여성,31~32세,제외,111,30,3438,11,90,91,96,102,110,118,125,130,138
수축기,대구,여성,33~34세,제외,111,31,3234,11,90,92,97,102,110,118,126,130,138
수축기,대구,여성,35~36세,제외,112,31,3637,12,90,94,98,103,110,119,128,132,140
수축기,대구,여성,37~38세,제외,112,31,3825,12,90,93,98,103,110,120,127,132,143
수축기,대구,여성,39~40세,제외,113,32,5900,12,90,95,99,105,112,120,130,134,144
수축기,대구,여성,41~42세,제외,114,32,5780,12,90,94,100,105,113,122,130,135,145
수축기,대구,여성,43~44세,제외,114,32,6118,13,90,95,100,105,114,122,130,135,147
수축기,대구,여성,45~46세,제외,115,33,6700,13,90,96,100,107,115,123,132,137,148
수축기,대구,여성,47~48세,제외,116,33,6979,13,90,96,100,108,115,124,132,137,150
수축기,대구,여성,49~50세,제외,117,33,7236,13,90,97,100,108,116,125,133,138,152
수축기,대구,여성,51~52세,제외,117,33,6791,13,90,97,100,109,117,126,134,138,152
수축기,대구,여성,53~54세,제외,118,33,6499,13,90,97,100,110,118,127,134,138,152
수축기,대구,여성,55~56세,제외,118,33,6543,13,90,98,100,110,118,127,134,139,150
수축기,대구,여성,57~58세,제외,119,33,6905,13,90,98,100,110,119,128,135,139,154
수축기,대구,여성,59~60세,제외,120,33,6307,13,90,99,101,110,120,130,136,140,153
수축기,대구,여성,61~62세,제외,120,33,5299,13,90,100,102,110,120,130,137,140,153
수축기,대구,여성,63~64세,제외,121,33,4495,13,90,100,104,111,120,130,138,140,156
수축기,대구,여성,65~66세,제외,122,34,3634,14,90,100,104,112,122,130,138,143,158
수축기,대구,여성,67~68세,제외,123,33,2476,13,90,100,107,114,123,131,138,144,160
수축기,대구,여성,69~70세,제외,125,34,2209,13,92,101,109,117,126,133,139,146,162
수축기,대구,여성,71~72세,제외,125,34,1559,14,91,100,108,115,125,134,140,148,160
수축기,대구,여성,73~74세,제외,125,33,1102,13,94,104,110,118,126,133,140,146,160
수축기,대구,여성,75세이상,제외,127,34,2472,14,94,102,110,118,128,136,143,150,161
수축기,인천,남성,20~24세,제외,120,30,10155,11,96,100,106,112,119,128,135,138,150
수축기,인천,남성,25~26세,제외,121,30,10094,11,97,102,108,113,120,129,136,139,151
수축기,인천,남성,27~28세,제외,121,31,13135,12,97,103,108,114,120,130,136,139,151
수축기,인천,남성,29~30세,제외,122,31,13167,12,99,104,109,115,120,130,137,140,152
수축기,인천,남성,31~32세,제외,122,31,13113,12,99,104,109,115,121,130,138,140,154
수축기,인천,남성,33~34세,제외,123,31,13567,12,100,105,110,116,122,130,138,141,155
수축기,인천,남성,35~36세,제외,124,31,15357,12,99,105,110,116,122,131,138,142,156
수축기,인천,남성,37~38세,제외,124,31,16588,12,100,105,110,116,122,131,138,142,156
수축기,인천,남성,39~40세,제외,123,31,17779,12,99,105,110,116,122,130,138,142,156
수축기,인천,남성,41~42세,제외,123,31,15348,12,98,104,109,115,122,130,138,142,157
수축기,인천,남성,43~44세,제외,123,31,15181,12,98,105,110,115,122,130,138,142,156
수축기,인천,남성,45~46세,제외,123,32,14976,12,97,104,109,115,122,130,138,142,157
수축기,인천,남성,47~48세,제외,123,32,14498,12,98,104,109,115,122,130,138,142,158
수축기,인천,남성,49~50세,제외,123,32,13518,12,97,103,108,115,122,130,138,142,157
수축기,인천,남성,51~52세,제외,123,32,11885,13,96,103,108,115,122,131,138,143,158
수축기,인천,남성,53~54세,제외,124,33,11402,13,97,103,108,115,123,131,139,144,160
수축기,인천,남성,55~56세,제외,124,33,10792,13,96,103,108,116,123,132,139,145,159
수축기,인천,남성,57~58세,제외,124,33,10587,13,95,103,108,116,124,132,139,145,160
수축기,인천,남성,59~60세,제외,124,33,8981,13,95,102,107,115,123,132,139,146,160
수축기,인천,남성,61~62세,제외,124,33,6289,13,96,103,108,116,124,132,139,145,160
수축기,인천,남성,63~64세,제외,125,33,4784,13,95,103,109,116,124,133,140,146,160
수축기,인천,남성,65~66세,제외,125,34,3440,13,96,103,108,116,125,134,140,148,160
수축기,인천,남성,67~68세,제외,125,33,2564,13,94,104,110,118,125,133,140,146,158
수축기,인천,남성,69~70세,제외,126,34,2319,14,96,103,109,117,126,135,142,149,163
수축기,인천,남성,71~72세,제외,126,34,1803,14,95,105,110,118,126,135,142,150,160
수축기,인천,남성,73~74세,제외,126,35,1169,14,95,104,109,117,126,134,141,149,164
수축기,인천,남성,75세이상,제외,127,34,2370,14,94,104,110,118,127,135,142,150,161
수축기,인천,여성,20~24세,제외,112,30,14065,11,90,95,99,105,111,119,126,131,139
수축기,인천,여성,25~26세,제외,112,29,10737,11,90,95,99,104,111,118,125,130,138
수축기,인천,여성,27~28세,제외,112,30,11171,11,90,95,99,104,111,118,126,130,139
수축기,인천,여성,29~30세,제외,112,30,9735,11,90,95,98,104,111,119,126,131,140
수축기,인천,여성,31~32세,제외,112,31,8456,11,90,95,99,104,112,119,127,132,142
수축기,인천,여성,33~34세,제외,112,31,8051,12,90,95,99,104,112,119,128,132,140
수축기,인천,여성,35~36세,제외,113,31,8875,12,90,96,100,105,112,119,128,133,146
수축기,인천,여성,37~38세,제외,113,31,9357,12,90,96,100,105,112,120,129,134,146
수축기,인천,여성,39~40세,제외,114,31,14033,12,90,97,100,106,114,121,130,135,147
수축기,인천,여성,41~42세,제외,115,31,13099,12,90,97,100,106,114,122,130,136,147
수축기,인천,여성,43~44세,제외,115,32,13916,12,90,97,100,107,115,123,131,137,148
수축기,인천,여성,45~46세,제외,116,32,14732,13,90,97,100,107,116,124,132,138,150
수축기,인천,여성,47~48세,제외,117,32,15012,13,90,98,101,108,117,125,134,138,150
수축기,인천,여성,49~50세,제외,118,33,15046,13,90,98,101,109,118,126,135,139,150
수축기,인천,여성,51~52세,제외,118,33,13555,13,90,98,102,110,118,127,135,139,153
수축기,인천,여성,53~54세,제외,119,33,13075,13,90,98,101,110,118,128,136,139,152
수축기,인천,여성,55~56세,제외,119,33,11967,13,90,99,102,110,118,128,136,139,153
수축기,인천,여성,57~58세,제외,119,33,11967,13,91,99,103,110,119,128,136,139,150
수축기,인천,여성,59~60세,제외,121,33,9647,13,92,100,104,111,120,130,138,140,154
수축기,인천,여성,61~62세,제외,121,33,7466,13,91,100,104,111,120,130,138,141,154
수축기,인천,여성,63~64세,제외,122,33,5713,13,92,100,105,113,121,130,138,142,156
수축기,인천,여성,65~66세,제외,123,33,4009,13,92,100,106,114,122,131,138,143,156
수축기,인천,여성,67~68세,제외,123,33,2547,13,93,100,106,115,123,132,139,145,156
수축기,인천,여성,69~70세,제외,124,33,2143,13,95,103,109,116,124,133,139,146,160
수축기,인천,여성,71~72세,제외,125,34,1624,13,94,101,107,117,125,134,140,147,159
수축기,인천,여성,73~74세,제외,125,34,980,13,94,103,108,116,125,134,140,147,159
수축기,인천,여성,75세이상,제외,127,35,2242,14,95,104,110,118,128,137,145,150,166
수축기,광주,남성,20~24세,제외,118,30,4759,11,92,100,104,110,118,125,132,137,144
수축기,광주,남성,25~26세,제외,119,29,4134,11,96,100,107,110,118,126,134,138,144
수축기,광주,남성,27~28세,제외,119,30,5290,11,95,100,108,111,119,128,134,138,149
수축기,광주,남성,29~30세,제외,120,30,5244,11,97,101,108,112,119,128,134,138,150
수축기,광주,남성,31~32세,제외,120,30,5431,11,98,102,109,112,119,128,135,138,150
수축기,광주,남성,33~34세,제외,120,30,6034,11,97,102,108,112,120,128,135,138,150
수축기,광주,남성,35~36세,제외,120,30,6835,11,97,102,108,112,120,129,135,138,150
수축기,광주,남성,37~38세,제외,121,30,7375,11,98,102,108,112,120,129,136,138,150
수축기,광주,남성,39~40세,제외,121,30,8696,11,98,102,108,113,120,129,136,138,150
수축기,광주,남성,41~42세,제외,121,30,8085,11,97,102,108,113,120,130,136,139,150
수축기,광주,남성,43~44세,제외,121,31,8270,12,96,102,108,112,120,130,136,139,151
수축기,광주,남성,45~46세,제외,121,31,8331,12,96,102,108,113,120,130,136,139,152
수축기,광주,남성,47~48세,제외,121,31,8146,12,96,101,107,112,120,130,136,139,152
수축기,광주,남성,49~50세,제외,121,31,7441,12,94,101,107,113,120,130,137,139,152
수축기,광주,남성,51~52세,제외,121,32,6617,12,94,101,107,113,120,130,138,140,156
수축기,광주,남성,53~54세,제외,121,32,6294,12,95,100,107,113,120,130,138,140,154
수축기,광주,남성,55~56세,제외,122,32,5443,12,94,100,107,113,120,130,138,140,154
수축기,광주,남성,57~58세,제외,122,32,5078,13,93,101,108,114,120,130,138,141,155
수축기,광주,남성,59~60세,제외,123,33,4658,13,95,102,108,115,121,131,138,140,160
수축기,광주,남성,61~62세,제외,123,32,3331,13,96,102,108,115,123,132,138,142,158
수축기,광주,남성,63~64세,제외,124,33,2854,13,96,102,108,116,124,132,138,142,158
수축기,광주,남성,65~66세,제외,125,32,2132,12,94,104,110,118,126,133,138,144,160
수축기,광주,남성,67~68세,제외,125,33,1702,13,96,102,109,117,126,134,139,146,160
수축기,광주,남성,69~70세,제외,126,32,1553,13,98,104,110,118,127,135,139,146,160
수축기,광주,남성,71~72세,제외,126,32,1259,13,97,106,110,118,127,136,139,146,160
수축기,광주,남성,73~74세,제외,127,32,917,13,98,106,110,118,128,136,139,148,158
수축기,광주,남성,75세이상,제외,126,34,2238,13,95,104,110,118,128,135,139,149,160
수축기,광주,여성,20~24세,제외,111,29,7002,10,90,94,98,103,110,118,124,130,136
수축기,광주,여성,25~26세,제외,110,29,5183,11,90,93,98,102,110,118,122,129,138
수축기,광주,여성,27~28세,제외,111,29,5031,10,90,94,98,103,110,118,122,129,137
수축기,광주,여성,29~30세,제외,111,29,4620,11,90,94,98,103,110,118,124,130,138
수축기,광주,여성,31~32세,제외,111,29,4351,11,90,94,98,103,110,118,124,130,138
수축기,광주,여성,33~34세,제외,111,29,4379,11,90,94,98,104,110,118,124,130,138
수축기,광주,여성,35~36세,제외,111,29,4963,11,90,94,99,104,110,118,124,130,138
수축기,광주,여성,37~38세,제외,112,30,5459,11,90,95,99,104,111,119,126,130,139
수축기,광주,여성,39~40세,제외,113,30,8337,11,90,95,100,105,112,120,128,132,140
수축기,광주,여성,41~42세,제외,113,31,8374,12,90,95,100,105,112,120,129,133,146
수축기,광주,여성,43~44세,제외,114,31,8622,12,90,95,100,106,113,120,130,134,141
수축기,광주,여성,45~46세,제외,115,31,9146,12,90,96,100,106,114,120,130,136,148
수축기,광주,여성,47~48세,제외,115,32,9053,12,90,96,100,107,115,122,131,136,150
수축기,광주,여성,49~50세,제외,116,32,8675,13,90,97,100,108,116,123,132,137,150
수축기,광주,여성,51~52세,제외,117,33,7720,13,90,98,100,109,117,125,133,138,150
수축기,광주,여성,53~54세,제외,117,33,6991,13,90,98,100,109,118,126,134,138,150
수축기,광주,여성,55~56세,제외,118,33,6438,13,90,99,101,110,118,128,135,138,150
수축기,광주,여성,57~58세,제외,119,33,6359,13,90,99,102,110,119,129,136,139,150
수축기,광주,여성,59~60세,제외,120,33,5886,13,92,100,103,110,120,130,137,139,152
수축기,광주,여성,61~62세,제외,121,33,4612,13,92,100,104,112,120,130,138,139,150
수축기,광주,여성,63~64세,제외,123,33,3638,13,94,100,106,113,122,132,138,142,156
수축기,광주,여성,65~66세,제외,124,33,2729,13,94,100,107,116,124,133,139,145,158
수축기,광주,여성,67~68세,제외,124,32,2177,12,97,102,108,116,124,132,138,142,156
수축기,광주,여성,69~70세,제외,126,33,1873,13,97,104,110,118,128,135,139,148,160
수축기,광주,여성,71~72세,제외,127,33,1405,13,98,104,110,118,129,136,139,148,160
수축기,광주,여성,73~74세,제외,127,34,876,14,97,102,110,118,128,135,139,150,168
수축기,광주,여성,75세이상,제외,126,33,2042,13,98,103,110,118,128,135,139,148,160
수축기,대전,남성,20~24세,제외,120,31,4121,12,94,100,106,112,119,128,135,138,150
수축기,대전,남성,25~26세,제외,121,31,3949,12,97,102,107,113,120,130,136,139,151
수축기,대전,남성,27~28세,제외,122,31,5231,12,98,103,108,114,121,130,138,140,154
수축기,대전,남성,29~30세,제외,123,31,5669,12,97,104,109,115,122,130,138,142,155
수축기,대전,남성,31~32세,제외,123,32,5496,12,98,105,109,115,122,131,138,143,156
수축기,대전,남성,33~34세,제외,124,32,5413,12,100,105,109,116,123,132,138,144,158
수축기,대전,남성,35~36세,제외,124,32,5896,12,99,105,109,115,123,132,138,144,158
수축기,대전,남성,37~38세,제외,124,32,6113,12,99,105,110,115,123,132,138,144,160
수축기,대전,남성,39~40세,제외,124,32,6438,12,98,105,110,116,123,132,139,143,157
수축기,대전,남성,41~42세,제외,123,32,5870,12,99,104,109,115,123,131,138,142,157
수축기,대전,남성,43~44세,제외,123,32,5752,12,97,103,109,115,122,131,138,142,156
수축기,대전,남성,45~46세,제외,123,32,6055,12,97,103,108,114,122,131,138,142,158
수축기,대전,남성,47~48세,제외,123,32,5822,13,98,103,108,114,122,131,138,142,159
수축기,대전,남성,49~50세,제외,123,33,5336,13,96,102,107,114,122,131,138,142,157
수축기,대전,남성,51~52세,제외,123,32,4378,13,95,102,107,114,122,131,138,143,155
수축기,대전,남성,53~54세,제외,123,33,3979,13,95,101,106,114,122,131,138,142,155
수축기,대전,남성,55~56세,제외,123,33,3823,13,95,101,106,114,123,132,138,143,158
수축기,대전,남성,57~58세,제외,123,33,3880,13,96,102,108,114,123,132,139,144,158
수축기,대전,남성,59~60세,제외,123,33,3445,13,94,101,107,115,123,132,138,143,158
수축기,대전,남성,61~62세,제외,123,33,2730,13,95,101,107,114,123,132,138,143,158
